new_id,id,name
974,1985574,Denitra Isler
975,159264,Denney Pierce
976,1221121,Dennis Keiffer
977,2204259,Dennis Singletary
978,2267115,Denzel Quirke
979,77278,Denzel Whitaker
980,58758,Deobia Oparei
981,76539,Derek Basco
982,10984,Derek Deadman
983,937,Derek Jacobi
984,15543,Derek Luke
985,1271092,Derek Lyons
986,51300,Derek Mears
987,143971,Derek Riddell
988,1628383,Derek Russo
989,2304792,Derek Snow
990,1862433,Dermot Murphy
991,1727668,Derrick Gilbert
992,2274740,Desi Banks
993,1805323,Desiigner
994,558899,Desmond Phillips
995,582209,Devika Parikh
996,1930904,Devin Koehler
997,2047917,Devlin Lloyd
998,1160219,Devon Libran
999,234922,Devon Murray
1000,1043440,Devon Ogden
1001,1502946,Diana Chiritescu
1002,1271128,Diana Sadley Way
1003,2048372,Diana Silvers
1004,1288264,Diana Toshiko
1005,141687,Dianna Agron
1006,1902,Dianne Wiest
1007,1309365,Dickie Beau
1008,112129,Diego Cataño
1009,1685538,Diesel Madkins
1010,1033652,Dieter Riesle
1011,1394333,Dilyana Bouklieva
1012,1094233,Dimitrius Pulido
1013,1555229,Diplo
1014,1285715,Divian Ladwa
1015,1399529,Dixie Arnold
1016,1911542,DJames Jones
1017,66198,Djiby Soumare
1018,938,Djimon Hounsou
1019,16644,Dolph Lundgren
1020,17941,Domenick Lombardozzi
1021,93210,Domhnall Gleeson
1022,55470,Dominic Cooper
1023,1405441,Dominic Grant
1024,1040480,Dominic Kinnaird
1025,1330,Dominic Monaghan
1026,2413,Dominique Pinon
1027,1196961,Dominique Provost-Chalkley
1028,1896,Don Cheadle
1029,1380095,Don Daro
1030,42570,Don Henderson
1031,505400,Don Kress
1032,1269610,Don LaDaga
1033,90634,Don Omar
1034,2277855,Don Stallings
1035,119589,Donald Glover
1036,1635159,Donald K. Overstreet
1037,168246,Donald Li
1038,2277870,Donald Robert Mohr
1039,55636,Donald Sutherland
1040,1265808,Donessa Alexander
1041,939869,Donna Evans
1042,1812532,Donna Preston
1043,177885,Donna Yamamoto
1044,1813771,Donnie Baxter
1045,1769802,Donny Carrington
1046,8237,Doris Day
1047,1502244,Doris Morgado
1048,1979169,Dorothy  Steel
1049,1232399,Doug Ballard
1050,1271061,Doug Beswick
1051,1047370,Doug Cockle
1052,1463430,Doug Scroggins III
1053,1716520,Doug Stroup
1054,92189,Doug Swander
1055,1625156,Douggie McMeekin
1056,1443310,Douglas Keever
1057,994133,Douglas Reith
1058,1405566,Douglas Robson
1059,119095,Douglas Russell
1060,1480213,Douglas Slygh
1061,51301,Douglas Tait
1062,1009999,Doutzen Kroes
1063,125740,Dragomir Mrsic
1064,1735545,Drew Michael Hershner
1065,2256766,Drew P.
1066,1251567,Drew Van Acker
1067,47401,Drewe Henley
1068,1240417,Duane Henry
1069,1605467,Duke Nicholson
1070,106514,Dustin Seavey
1071,523952,Dustin Ybarra
1072,18918,Dwayne Johnson
1073,1039523,Dylan Arnold
1074,19152,Dylan Baker
1075,2695,Dylan Kussman
1076,527393,Dylan O'Brien
1077,1172661,Dylan Smith
1078,8078,E.J. Holowicki
1079,1590327,Earl T. Kim
1080,84073,Eben Young
1081,147797,Ed Gaughan
1082,1186481,Ed Moy
1083,18977,Ed O'Neill
1084,1047649,Ed Skrein
1085,69249,Eddie Byrne
1086,1665,Eddie Marsan
1087,94740,Eddie Nestor
1088,37632,Eddie Redmayne
1089,1533850,Eden Estrella
1090,39391,Edi Gathegi
1091,3202,Edie McClurg
1092,20372,Edison Chen
1093,2262494,Edward Bossert
1094,2300262,Edward Davis
1095,1413424,Edward Judge
1096,819,Edward Norton
1097,1797002,Edward Randell
1098,1274964,Edward Ruttle
1099,1824289,Edward Wolstenholme
1100,1746631,Edwin H. Bravo
1101,56679,Edwin Hodge
1102,1509675,Eiji Akaso
1103,9016,Eileen Nicholas
1104,62037,Eileen Weisinger
1105,1222992,Eiza González
1106,1394341,Ekaterina Zalitko
1107,1738236,Elaine Caulfield
1108,11183,Eleanor Columbus
1109,62976,Eleanor Matsuura
1110,2105686,Eleanor Walker
1111,3623,Elena Anaya
1112,1779544,Eli Ollinger
1113,2114972,Elijah Samuel Quesada
1114,109,Elijah Wood
1115,101258,Elisa Moolecherry
1116,32798,Elisabeth Moss
1117,1995005,Elise Aliberti
1118,2089985,Elise Hudson
1119,21215,Elise Neal
1120,1840874,Elise Robson
1121,72754,Elissa Knight
1122,9281,Elizabeth Banks
1123,1455812,Elizabeth Becka
1124,1133349,Elizabeth Debicki
1125,1773399,Elizabeth Elkins
1126,113652,Elizabeth Healey
1127,1718567,Elizabeth Ludlow
1128,11334,Elizabeth Moody
1129,550843,Elizabeth Olsen
1130,1971637,Elizabeth Paige
1131,53755,Elizabeth Reaser
1132,65421,Elizabeth Rodriguez
1133,1220119,Elizabeth Spriggs
1134,43297,Elizabeth Thai
1135,2170802,Ella Madison
1136,1821492,Ella Rowbotham
1137,1511922,Elle Graham
1138,1042667,Elle LaMont
1139,1128856,Elle Newlands
1140,9560,Ellen Burstyn
1141,170189,Ellen Gerstein
1142,2259547,Ellen Michelle Monohan
1143,1691379,Elli
1144,1771684,Ellie Gonsalves
1145,1674205,Eloise Winestock
1146,57563,Elon Musk
1147,2301685,Elroy Powell
1148,73269,Elsa Pataky
1149,1265812,Elya Beer
1150,78050,Elyes Gabel
1151,90720,Elysia Rotaru
1152,1842715,Emelita T. Gonzalez
1153,1713832,Emeson Nwolie
1154,53257,Emilio Rivera
1155,1197058,Emily Atack
1156,1634686,Emily Barber
1157,5081,Emily Blunt
1158,1364121,Emily Brobst
1159,1590758,Emily Carey
1160,11185,Emily Dale
1161,1602420,Emily Haine
1162,1516211,Emily Maddison
1163,2219129,Emily Ng
1164,1744095,Emily Ng
1165,2009135,Emily Nixon
1166,2219719,Emily Ozrey
1167,1405552,Emily Redding
1168,1685881,Emily Skeggs
1169,1226281,Emily Spivey
1170,1386153,Emily Towers
1171,84247,Emily VanCamp
1172,1232063,Emma Davies
1173,2089102,Emma Deakin
1174,1028454,Emma Fuhrmann
1175,2292112,Emma Hong
1176,2242315,Emma Lindsey
1177,1821496,Emma Teo
1178,10990,Emma Watson
1179,8925,Emmanuelle Seigner
1180,1111204,Emmett Scanlan
1181,1683095,Emmie Hunter
1182,4730,Emmy Rossum
1183,228968,Emun Elliott
1184,56617,Enoch Frost
1185,1224022,Enver Gjokaj
1186,91494,Enzo Cilenti
1187,1480060,Eric Frank
1188,1230885,Eric L. Haney
1189,21315,Eric Roberts
1190,1468103,Eric Snowden
1191,1271121,Erica Simmons
1192,1048648,Erich Redman
1193,1599252,Erick Hayden
1194,1512023,Erik A. Williams
1195,1729665,Erik Bauersfeld
1196,1348580,Erik Betts
1197,1365505,Erik Frandsen
1198,1870608,Erik Hellman
1199,1383509,Erika Bierman
1200,1237218,Erin Burnett
1201,1265833,Erin Pickett
1202,23628,Eriq La Salle
1203,1532492,Ermin Sijamija
1204,1779526,Ernest Charles
1205,1086373,Erron Jay
1206,4237,Erykah Badu
1207,1779528,Ethan Condon
1208,212003,Ethan Dizon
1209,1639977,Ethan Pugiotto
1210,1767316,Euan MacNaughton
1211,1823591,Eugene Brave Rock
1212,342,Eugene Byrd
1213,1370567,Eugene Cordero
1214,1204286,Eumenio Blanco
1215,2274742,Eva Carlton
1216,1831283,Eva Dabrowski
1217,10912,Eva Green
1218,2201802,Evan Alex
1219,1365981,Evan Dane Taylor
1220,1779532,Evan Ffrench
1221,333,Evan Jones
1222,1962256,Evan Kole
1223,1883593,Evan Marsh
1224,55089,Evan Peters
1225,19034,Evangeline Lilly
1226,209723,Eve Harlow
1227,933271,Eve Hewson
1228,1079976,Evgeniy Lazarev
1229,3061,Ewan McGregor
1230,1125,Ewen Bremner
1231,1502867,Eyad Elbitar
1232,1698130,Ezra Khan
1233,132157,Ezra Miller
1234,1164,F. Murray Abraham
1235,44029,Fabienne Rawley
1236,1683954,Fabiola Colmenero
1237,109669,Fahim Fazli
1238,1653352,Faith Logan
1239,1726891,Faithe Herman
1240,57452,Faran Tahir
1241,2089987,Faron Salisbury
1242,2292594,Felicia Dee
1243,2221445,Felicia Stiles
1244,2256761,Felipe Bejarano
1245,1269555,Félix Castro
1246,1842723,Felix Perez
1247,1479967,Fernanda Toker
1248,216782,Fernando Chien
1249,2064125,Finley Hobbins
1250,182212,Finneus Egan
1251,43135,Fiona Glascott
1252,1691900,Fiona Hardingham
1253,10981,Fiona Shaw
1254,2205240,Fiona Tulloch
1255,1089759,Flavia Manes Rossi
1256,1256710,Flora Nicholson
1257,1505363,Flora Nolan
1258,139900,Florence Kasumba
1259,1373737,Florence Pugh
1260,1471841,Flula Borg
1261,2034280,Forba Shepherd
1262,2178,Forest Whitaker
1263,171733,Francesca Faridany
1264,1626272,Francesco Italiano
1265,100650,Francis X. McCarthy
1266,1561309,Francisco Labbe
1267,22383,Franco Nero
1268,1177850,François Duhamel
1269,1303102,Frane Perišin
1270,78902,Frank Albertson
1271,1824290,Frank Allen Forbes
1272,47385,Frank Atkinson
1273,27164,Frank Baker
1274,174454,Frank Gallegos
1275,1405453,Frank Gilhooley
1276,81685,Frank Grillo
1277,1271079,Frank Henson
1278,1691377,Frank Modica
1279,214951,Frank Nyi
1280,7908,Frank Oz
1281,1480202,Frank Powers
1282,135993,Frank Schorpion
1283,15831,Frank Welker
1284,1753341,Frankie Adams
1285,2155937,Frankie Creagh-Leslie
1286,1100748,Frant Gwo
1287,1363086,Franz Drameh
1288,1285450,Franz Rogowski
1289,1271069,Frazer Diamond
1290,1405553,Fred
1291,162272,Fred Dryer
1292,1890458,Fred Fergus
1293,1358965,Fred Galle
1294,60279,Fred Tatasciore
1295,1269602,Fred Toft
1296,1271131,Fred Wood
1297,1824301,Freddy Carter
1298,1890511,Freddy Elletson
1299,1738113,Frédéric North
1300,143017,Frederick Weller
1301,1718174,Friday Chamberlain
1302,1220939,Fumie Mizusawa
1303,1643257,Fuschia!
1304,1946696,Gabriel Lopez
1305,1994255,Gabriella Petkova
1306,169642,Gabrielle Tuite
1307,585019,Gaëtan Wenders
1308,2065347,Gaku Oshida
1309,90633,Gal Gadot
1310,1359352,Gameela Wright
1311,1457240,Gana Bayarsaikhan
1312,31647,Garcelle Beauvais
1313,1760858,Gareth Kieran Jones
1314,1209418,Garret Noël
1315,1821515,Garrett Hammond
1316,83187,Garrett Morris
1317,956198,Garrett Warren
1318,17356,Garrick Hagon
1319,52865,Garry Shandling
1320,95880,Garry Summers
1321,1657693,Gary Ayash
1322,1725464,Gary Lavard
1323,1772605,Gary Lee Vincent
1324,64,Gary Oldman
1325,1842673,Gary Richardson
1326,1457244,Gary Sekhon
1327,131427,Gary Teague
1328,168875,Gary Weeks
1329,2256382,Gavin McDowall
1330,97576,Gemma Chan
1331,9138,Gemma Jones
1332,2205239,Gemma Kershaw
1333,1797000,Gemma Padley
1334,1796523,Gemma Sandzer
1335,116969,Gene Farber
1336,1403346,Gene N. Chavez
1337,139654,Genevieve O'Reilly
1338,1437572,Geoff Schuppert
1339,1271104,Geoffrey Moon
1340,118,Geoffrey Rush
1341,2221446,George Anagnostou
1342,15903,George Carlin
1343,1209730,George F. Watson
1344,1238979,George Howe
1345,1944183,George Johnston
1346,1336882,George Kotsiopoulos
1347,2088482,George Lott
1348,110319,George Roubicek
1349,1271123,George Stock
1350,1480219,George Thomas
1351,1909074,Georgia Blizzard
1352,2251716,Georgie Carter
1353,181879,Gerald W. Abrams
1354,2219130,Géraldine Lamarre
1355,10988,Geraldine Somerville
1356,17276,Gerard Butler
1357,1269559,Gerard J. Reyes
1358,104669,Gerard Sanders
1359,168520,Gerry South
1360,1870629,Gertrude Kyles
1361,35981,Gideon Emery
1362,84225,Gil Birmingham
1363,1271065,Gilda Cohen
1364,1713,Giles New
1365,1202543,Gina Cantrell
1366,78452,Gina Carano
1367,2224813,Gina Cordan
1368,180486,Gina Rodriguez
1369,1454362,Gina Sarno
1370,8682,Gino Acevedo
1371,164987,Gladys Holland
1372,146174,Glen Gould
1373,515,Glenn Close
1374,1233165,Glenn Ennis
1375,574355,Glenn Foster
1376,157790,Glenn Wrage
1377,1255817,Glozell Green
1378,114674,Glynn Turman
1379,1191795,Gong Geer
1380,1116699,Gonzalo Robles
1381,44736,Goran Kostić
1382,1902692,Grace Balbo
1383,54633,Grace Fulton
1384,2301681,Grace Link
1385,1265839,Grace Stanley
1386,1342463,Grace Victoria Cox
1387,1456287,Gracie Dzienny
1388,202276,Graham Ashley
1389,95047,Graham McTavish
1390,92615,Graham Shiels
1391,578699,Grahame Edwards
1392,1225605,Grant Hill
1393,1271102,Grant McCune
1394,15296,Grant Roa
1395,1378662,Grant Roberts
1396,1870607,Greg Beam
1397,2004298,Greg Canestrari
1398,4031,Greg Ellis
1399,17305,Greg Grunberg
1400,1331459,Greg Poehler
1401,19547,Gregg Berger
1402,2518,Gregg Henry
1403,1224999,Gregg Turkington
1404,37937,Gregory Alan Williams
1405,2093396,Gregory Alexander Wight
1406,1269612,Gregory Alosio
1407,1265811,Gregory Baldi
1408,1842711,Gregory French
1409,1714267,Gregory Tyree Boyce
1410,2285923,Gregory Waters
1411,1795311,Greta Carew-Johns
1412,1260481,Greta Lee
1413,15761,Grey DeLisle
1414,2142337,Griffen Fraser
1415,1414711,Gruffudd Glyn
1416,15898,Guido Quaroni
1417,1167481,Guillaume Faure
1418,1873278,Guillermo Rodriguez
1419,2304106,Guo Hexuan
1420,1353688,Guo Jingfei
1421,1941849,Gurnita Kaur Kahlon
1422,1560344,Gus Halper
1423,1660431,Gustavo Muñoz
1424,1172381,Gustavo Quiroz Jr.
1425,1569801,Guy Fernandez
1426,529,Guy Pearce
1427,9298,Guy Siner
1428,159205,Guy Verney
1429,1387660,Guyviaud Joseph
1430,1735561,Gwendalyn Barker
1431,1011904,Gwendoline Christie
1432,1220123,Gwilym Lee
1433,12052,Gwyneth Paltrow
1434,1265832,H.E. Victor J.W. Pekarcik III
1435,1477986,Haf Gibson
1436,130640,Hailee Steinfeld
1437,1271127,Hal Wamsley
1438,1821493,Haley Glass
1439,9640,Haley Joel Osment
1440,1209718,Halla
1441,4587,Halle Berry
1442,1373622,Hallie Ricardo
1443,220877,Hamish Blake
1444,1570328,Hamish Parkinson
1445,1758632,Hampton Fluker
1446,1116011,Han Soto
1447,9437,Hank Amos
1448,1685904,Hannah Anderson
1449,2305408,Hannah Bamberg
1450,2301682,Hannah Dodd
1451,1265805,Hannah Douglass
1452,1746609,Hannah Gordon
1453,1806596,Hannah Gottesman
1454,1870637,Hannah Gunn
1455,1408809,Hannah John-Kamen
1456,1766862,Hannah Rae
1457,1278487,Hannah Waddingham
1458,1717113,Hannah Westerfield
1459,500427,Hannibal Buress
1460,939118,Haoyu Yang
1461,1831282,Hari James
1462,1212271,Harley Graham
1463,26673,Harold Kasket
1464,1271129,Harold Weed
1465,1639984,Harper Gunn
1466,1760866,Harriet Manamela
1467,17477,Harriet Walter
1468,3,Harrison Ford
1469,33162,Harry Belafonte
1470,5048,Harry Dean Stanton
1471,202402,Harry Fielder
1472,102037,Harry Fine
1473,1222021,Harry Landis
1474,10982,Harry Melling
1475,122441,Harry Sinclair
1476,1815748,Harry Taylor
1477,1944182,Harvey James
1478,39459,Hayley Atwell
1479,1156046,Hayley Lovitt
1480,74677,Hayley Sales
1481,1831280,Hayley Warnes
1482,1796524,Hazel Showham
1483,1810,Heath Ledger
1484,1819759,Heath Young
1485,1604990,Heather Ashley Chase
1486,11178,Heather Bleasdale
1487,2275491,Heather Rome
1488,1582803,Heidi Moneymaker
1489,62551,Heidi Swedberg
1490,15735,Helen Mirren
1491,1936524,Helen Stevens
1492,1797003,Helen Stuart
1493,113676,Helena Mattsson
1494,1661772,Helene Wilson
1495,164208,Hemky Madera
1496,1785924,Henardo Rodriguez
1497,1779527,Hendricks Coates
1498,2251723,Henrique Rizzo
1499,1779564,Henry Amadi
1500,1743771,Henry Calcutt
1501,7030,Henry Goodman
1502,1552999,Henry Milton Chu
1503,2082731,Henry Mortensen
1504,586286,Hera Hilmar
1505,1114487,Hero Fiennes Tiffin
1506,1736728,Hilary Barraford
1507,1077059,Hilary Pingle
1508,8241,Hillary Brooke
1509,1313075,Hilty Bowen
1510,93801,Hiroshi Kamiya
1511,9195,Hiroyuki Sanada
1512,1723161,Holland Diaz
1513,2243665,Hollie Burgess
1514,1480146,Holly Neelie
1515,1202628,Hon Ping Tang
1516,2256767,Honor Hellon
1517,15250,Hope Davis
1518,52117,Horatio Sanz
1519,117,Howard Shore
1520,1821491,Hudson Wright
1521,6968,Hugh Jackman
1522,1364032,Hugh Mitchell
1523,31925,Hugh Quarshie
1524,79648,Hugh Ross
1525,1376110,Hugh Scott
1526,2143772,Hugo Lavoie
1527,54765,Hugo Perez
1528,1331,Hugo Weaving
1529,1442427,Humpy Wheeler
1530,1882895,Hunter Dillon
1531,1851154,Hye Jin Jang
1532,1359007,Ian Blackman
1533,1397359,Ian Chen
1534,2256763,Ian Gabriel Dumdum
1535,10985,Ian Hart
1536,65,Ian Holm
1537,75256,Ian Hughes
1538,2047922,Ian Jareth Williamson
1539,1760899,Ian Kay
1540,1269551,Ian McIntyre
1541,1327,Ian McKellen
1542,6972,Ian McShane
1543,2085742,Ian Morine
1544,7255,Ian Mune
1545,208467,Ian Peck
1546,95716,Ian Pirie
1547,2277858,Ian Pitre
1548,946696,Ian Whyte
1549,2242325,Ibrahima Thiam
1550,205849,Idara Victor
1551,19394,Idina Menzel
1552,1209417,Ido Ezra
1553,17605,Idris Elba
1554,139868,Ignacio Serricchio
1555,113732,Iko Uwais
1556,73044,Ikue Otani
1557,96316,Iliza Shlesinger
1558,2287315,Ilko Iliev
1559,89714,Ilram Choi
1560,1646982,Ilya Melnikoff
1561,1743769,Imaan Chentouf
1562,1405571,Imogen Poynton
1563,1685330,Inanna Sarkis
1564,1353810,Inge Beckmann
1565,222051,Ingrid Oliver
1566,55584,Ingvar Eggert Sigurðsson
1567,1583054,Ingvild Deila
1568,65529,Irene Bedard
1569,1005920,Irene Keng
1570,8998,Irvine Welsh
1571,1264233,Isaac Andrews
1572,1717,Isaac C. Singleton Jr.
1573,2243662,Isaac Cortinovis Johnson
1574,2243669,Isaac Domingos
1575,1271076,Isaac Grand
1576,1884648,Isaac Kappy
1577,1842230,Isaac Phillips
1578,4812,Isaach De Bankolé
1579,2312635,Isabel Downing
1580,1428070,Isabela Moner
1581,1517836,Isabella Amara
1582,1405570,Isabella Poynton
1583,2201167,Isabelle Ellingson
1584,1265251,Isaiah Guyman Martin IV
1585,1266868,Isaura Barbé-Brown
1586,17490,Isiah Whitlock Jr.
1587,1935296,Islie Hirvonen
1588,1100144,Ismael Cruz Córdova
1589,67147,Israel Aduramo
1590,969140,Israel Broussard
1591,1480065,Israel Hall
1592,1480577,Israel Ruiz
1593,1455336,Issa Rae
1594,2251718,Iulia Filipovscaia
1595,2165927,Izzy Gaspersz
1596,1735574,J. C. Robaina
1597,30710,J. J. Feild
1598,33045,J. Michael Straczynski
1599,1998733,Jaboukie Young-White
1600,2221559,Jace Areff
1601,2312637,Jaci Grace Edwards
1602,2267136,Jack Andrew
1603,19545,Jack Angel
1604,1895760,Jack Champion
1605,1709,Jack Davenport
1606,1774679,Jack Dylan Grazer
1607,97505,Jack Gordon
1608,2301683,Jack Gouldbourne
1609,1292258,Jack Kesy
1610,162432,Jack Klaff
1611,1334638,Jack Lowden
1612,58737,Jack McBrayer
1613,73298,Jack McCafferty
1614,132538,Jack Purvis
1615,209370,Jack Roth
1616,1265797,Jack White
1617,17183,Jackie Earle Haley
1618,223020,Jackie Prucha
1619,2020904,Jackson A. Dunn
1620,1812530,Jackson Kai
1621,84215,Jackson Rathbone
1622,2005750,Jackson Reid
1623,1649803,Jackson Robert Scott
1624,1779512,Jackson Spidell
1625,1649152,Jacob Batalon
1626,1779541,Jacob Ludwick
1627,9829,Jacob Smith
1628,1779552,Jacob Sung
1629,185316,Jacques Ciron
1630,1813935,Jacqui-Lee Pryce
1631,1842718,Jada Jarvis
1632,1619994,Jade Quon
1633,1785923,Jag Patel
1634,2080718,Jagua Arneja
1635,224181,Jai Courtney
1636,2247343,Jaiden Byrd
1637,1760900,Jaiden Stafford
1638,1371850,Jaime Powers
1639,59817,Jaimie Alexander
1640,1732648,Jaine Ye
1641,2026437,Jake Dashnaw
1642,1735551,Jake Dewitt
1643,1897705,Jake Huang
1644,543505,Jake Johnson
1645,1787403,Jamel Chambers
1646,19506,James Arnold Taylor
1647,2247344,James Arthur Sims
1648,2312650,James Ayoub
1649,18473,James Badge Dale
1650,1209714,James Bethea
1651,85068,James Burrows
1652,2263638,James Cobb
1653,2467,James Cosmo
1654,19655,James D'Arcy
1655,1400931,James DeForest Parker
1656,15152,James Earl Jones
1657,19151,James Eckhouse
1658,1870610,James Farruggio
1659,1870611,James Fierro
1660,2251711,James Galvin
1661,1854760,James Gomez
1662,1265824,James Granville
1663,15218,James Gunn
1664,2256362,James Hadida
1665,51551,James Handy
1666,57637,James Hetfield
1667,1209724,James M. Myers
1668,2256764,James MacLaren
1669,1256215,James McArdle
1670,1269613,James McAuley
1671,5530,James McAvoy
1672,1111803,James Mellor
1673,177403,James Moses Black
1674,34715,James Nesbitt
1675,1387292,James Payton
1676,96851,James Phelps
1677,1635744,James Quinn
1678,1735547,James Rackley
1679,1870631,James Scales
1680,1787408,James Siderits
1681,154657,James Sie
1682,13548,James Spader
1683,854,James Stewart
1684,1435244,James W. Evermore
1685,2256771,James Wallace
1686,1568707,Jamie B. Chambers
1687,83356,Jamie Campbell Bower
1688,1254583,Jamie Dornan
1689,95002,Jamie Elman
1690,134,Jamie Foxx
1691,2144852,Jamie Landau
1692,79079,Jamie McShane
1693,62552,Jamie Sue Sherrill
1694,956224,Jamie Waylett
1695,1797001,Jamie Yeates
1696,1679882,Jamie-Lee Money
1697,430313,Jan Broberg
1698,1635752,Jan Debski
1699,1797638,Jan Hartsell
1700,49365,Jan Pohl
1701,2089117,Jane Abbott
1702,1472882,Jane Fergus
1703,590162,Jane Hill
1704,43775,Jane Lynch
1705,1078610,Jane McNeill
1706,209426,Jane Park Smith
1707,1580160,Janeshia Adams-Ginyard
1708,1271062,Janice Burchette
1709,1405269,Janis Ahern
1710,1814862,Janmarco Santiago
1711,1668606,Jared Bankens
1712,2089988,Jared Johnston
1713,2304795,Jared Joplin
1714,1779531,Jariah Ferguson
1715,2082709,Jarl Benzon
1716,1956106,Jarrod LaBine
1717,1225936,Jasmine Dustin
1718,2256361,Jasmine Mitchell
1719,1651968,Jason Bayle
1720,1480053,Jason Botsford
1721,1056049,Jason Camp
1722,76512,Jason Clarke
1723,58733,Jason Davis
1724,1186354,Jason Fitch
1725,1860829,Jason Greene
1726,1720506,Jason Hightower
1727,1517834,Jason Ian Drucker
1728,11355,Jason Isaacs
1729,1419991,Jason John Beebe
1730,185805,Jason Jones
1731,111683,Jason Mantzoukas
1732,117642,Jason Momoa
1733,1610835,Jason Redshaw
1734,2312624,Jason Rhymer
1735,17881,Jason Schwartzman
1736,2082698,Jason Secto
1737,976,Jason Statham
1738,397312,Jason Whyte
1739,83445,Jason William Day
1740,1578275,Jason Williams
1741,187016,Jasper Bagg
1742,82857,Jasper Pääkkönen
1743,1209710,Javan Tahir
1744,1248320,Javier Ronceros
1745,2142766,Javier Vazquez Jr.
1746,449,Jay Baruchel
1747,151680,Jay Ellis
1748,14991,Jay Leno
1749,21105,Jay Thomas
1750,1503744,Jaynee-Lynne Kinchen
1751,1769757,Jayson Genao
1752,1828695,JD McCrary
1753,52904,Jean Claude Leuyer
1754,26495,Jean Louisa Kelly
1755,1581066,Jean Ransome
1756,1795303,Jean Southern
1757,205720,Jeannine Kaspar
1758,173451,Jed Brophy
1759,15032,Jed Rees
1760,201951,Jee-Yun Lee
1761,1203114,Jef Groff
1762,2242318,Jeff Bottoms
1763,1229,Jeff Bridges
1764,20495,Jeff Fahey
1765,4785,Jeff Goldblum
1766,212689,Jeff Hephner
1767,1658615,Jeff Pope
1768,1480210,Jeff Seich
1769,51303,Jeff Wolfe
1770,25090,Jeffery Kissoon
1771,1209715,Jeffrey Ashkin
1772,52886,Jeffrey Donovan
1773,1480058,Jeffrey Feingold
1774,1574909,Jelly Lin
1775,2243664,Jemima Woolnough
1776,1824295,Jemma Moore
1777,1903679,Jénel Stevens
1778,113818,Jenica Bergere
1779,15899,Jenifer Lewis
1780,2165641,Jenique Hendrix
1781,1080542,Jenna Coleman
1782,974169,Jenna Ortega
1783,1643761,Jennie Eggleton
1784,3130,Jennifer Beals
1785,1923575,Jennifer Black
1786,118941,Jennifer Butler
1787,6161,Jennifer Connelly
1788,995348,Jennifer D. Johnson
1789,1691378,Jennifer Dong
1790,81667,Jennifer Hale
1791,87165,Jennifer Holland
1792,1077345,Jennifer Kim
1793,1870612,Jennifer Knox
1794,1265826,Jennifer Lynne Johnson
1795,1405554,Jennifer Moylan-Taylor
1796,14464,Jenny Agutter
1797,108725,Jenny Robinson
1798,213001,Jenny Slate
1799,2312625,Jeremy Anderson
1800,81113,Jeremy Clarkson
1801,126841,Jeremy Fitzgerald
1802,1842694,Jeremy Francis Bell
1803,1970931,Jeremy Jess Boado
1804,967699,Jeremy Milton
1805,1945372,Jeremy Oliver
1806,1480152,Jeremy Orr
1807,12799,Jeremy Piven
1808,17604,Jeremy Renner
1809,1456750,Jeremy Sample
1810,151819,Jeremy Sinden
1811,209266,Jermel Howard
1812,195930,Jerome Flynn
1813,126175,Jerome Holder
1814,1842719,Jerome Joyce
1815,1269604,Jerry Gauny
1816,1480221,Jerry Lee Tucker
1817,161301,Jerry Walter
1818,43553,Jerzy Skolimowski
1819,1547893,Jess Radomska
1820,1828435,Jessamine-Bliss Bell
1821,2009789,Jesse Averna
1822,1021545,Jesse Bond
1823,180300,Jesse C. Boyd
1824,66525,Jesse Garcia
1825,1363395,Jessejames Locorriere
1826,2292595,Jessica B. Wellington
1827,207150,Jessica Barth
1828,1529614,Jessica Bell
1829,83002,Jessica Chastain
1830,1890563,Jessica Heller
1831,1202689,Jessica Henwick
1832,1427680,Jessica Rothe
1833,2263652,Jessica Rubinstein
1834,1854264,Jessica Sutton
1835,1779562,Jessica Walther-Gabory
1836,1394648,Jessica Williams
1837,2141040,Jessica Winther
1838,1527566,Jet Tranter
1839,1853972,Jeté Laurence
1840,1993743,Jhaleil Swaby
1841,2221556,Jiana Alvarez
1842,2232330,Jiang Zhigang
1843,1712372,Jihae
1844,1265801,Jill Ann Pineda-Arnold
1845,1366885,Jill Buchanan
1846,118494,Jill Flint
1847,1263294,Jillian Morgese
1848,203468,Jim Cramer
1849,1806600,Jim Gunn Sr.
1850,1728991,Jim McGrath
1851,14950,Jim Norton
1852,1887791,Jim Pagiamtzis
1853,9568,Jim Palmer
1854,5374,Jim Parsons
1855,78885,Jim R. Coleman
1856,161932,Jim Rash
1857,1328755,Jim Shield
1858,1713975,Jim Starlin
1859,1581072,Jimmie Horan
1860,15442,Jimmie Ray Weeks
1861,1091423,Jimmy Gonzales
1862,375719,Jimmy Ray Pickens
1863,1435789,Jimmy Urine
1864,1214513,Jimmy Vee
1865,3234,Joan Cusack
1866,14670,Joan Rivers
1867,76857,Joaquín Cosio
1868,1921960,Jobie McPartland
1869,1214511,Jocelyn Jee Esien
1870,63978,Jodi Benson
1871,1024312,Jody Thompson
1872,29234,Joe Anderson
1873,69237,Joe Berlinger
1874,51302,Joe Bucaro III
1875,141762,Joe Chrest
1876,2105672,Joe Doserro
1877,1543874,Joe Fishel
1878,85115,Joe Fria
1879,1146942,Joe Grisaffi
1880,1838226,Joe Hang
1881,4945,Joe Johnston
1882,201344,Joe Kaye
1883,1890166,Joe Knezevich
1884,1971914,Joe Manjón
